"id","word","type","translation_fr","example_1_en","example_1_fr","example_2_en","example_2_fr","example_3_en","example_3_fr","scramble_easy_sentence","scramble_easy_words","scramble_medium_sentence","scramble_medium_words","scramble_hard_sentence","scramble_hard_words"
"171","claimant","noun","demandeur","The claimant filed a lawsuit against the company for breach of contract.","Le demandeur a déposé une plainte contre l'entreprise pour violation du contrat.","During the settlement negotiations, the claimant requested compensation for damages.","Pendant les négociations de règlement, le demandeur a demandé une indemnisation pour les dommages.","The court will review the evidence presented by the claimant before ruling.","Le tribunal examinera les preuves présentées par le demandeur avant de rendre son verdict.","The claimant is waiting for the decision.","The / claimant / is / waiting / for / the / decision.","After reviewing the documents, the claimant will submit a formal appeal to the tribunal.","After / reviewing / the / documents, / the / claimant / will / submit / a / formal / appeal / to / the / tribunal.","The claimant's request for additional evidence was denied by the judge due to insufficient documentation in the file.","The / claimant's / request / for / additional / evidence / was / denied / by / the / judge / due / to / insufficient / documentation / in / the / file."
"173","calculator","noun","calculatrice","I used the calculator to compute the total cost.","J'ai utilisé la calculatrice pour calculer le coût total.","The accountant brought a calculator to the meeting.","L'expert-comptable a apporté une calculatrice à la réunion.","Please bring your calculator for the exam.","Veuillez apporter votre calculatrice pour l'examen.","The calculator is on the desk.","The / calculator / is / on / the / desk","During the audit, we used a calculator to verify all figures.","During / the / audit / , / we / used / a / calculator / to / verify / all / figures","After reviewing the quarterly report, the manager requested that everyone bring their calculators for the next meeting.","After / reviewing / the / quarterly / report / , / the / manager / requested / that / everyone / bring / their / calculators / for / the / next / meeting"
"174","classification","noun","classification","The company uses a new classification system to organize customer data.","L'entreprise utilise un nouveau système de classification pour organiser les données clients.","Our report includes a detailed classification of the market segments.","Notre rapport comprend une classification détaillée des segments de marché.","Please refer to the classification chart for product categories.","Veuillez consulter le tableau de classification pour les catégories de produits.","The classification helps identify trends.","trends / The / classification / helps / identify","We need to update the classification criteria before the audit begins next week.","audit / We / next / the / begin / needs / update / classification / criteria / before / week / the / to","The new classification framework will streamline operations by aligning resources with the company's strategic objectives and market demands.","strategic / The / framework / company’s / operations / alignment / market / objectives / new / demands / will / classification / resources / by / with / streamline / and"
"175","belongings","noun","les biens","Please keep your belongings safe during the flight.","Veuillez garder vos biens en sécurité pendant le vol.","The hotel staff will return any lost belongings to the front desk.","Le personnel de l'hôtel remettra tout bien perdu à la réception.","Employees are responsible for protecting their personal belongings while on company premises.","Les employés sont responsables de protéger leurs biens personnels sur les locaux de l'entreprise.","Keep your belongings safe during the trip.","Keep / your / belongings / safe / during / the / trip.","The security team will check all guests' belongings before departure.","The / security / team / will / check / all / guests' / belongings / before / departure.","After the conference, attendees were instructed to return any unattended belongings to the designated collection point.","After / the / conference, / attendees / were / instructed / to / return / any / unattended / belongings / to / the / designated / collection / point."
"176","campaign","noun","campagne","The marketing campaign launched last week increased sales by 15%.","La campagne de marketing lancée la semaine dernière a augmenté les ventes de 15 %.","Our company will run a social media campaign to promote the new product.","Notre entreprise va lancer une campagne sur les réseaux sociaux pour promouvoir le nouveau produit.","During the election, the political campaign focused on healthcare reform.","Pendant l'élection, la campagne politique s'est concentrée sur la réforme des soins de santé.","The campaign was successful in reaching customers.","customers / The / campaign / in / reaching / successful / was","The advertising campaign highlighted the company's commitment to sustainability and innovation.","innovation / the / campaign / commitment / advertising / to / sustainability / company’s / highlighted / The / and","After analyzing market trends, the new marketing campaign will target millennials through interactive online content and influencer partnerships.","partnerships / After / marketing / influencer / campaign / target / new / interactive / content / through / market / trends, / the / online / analyzing / will / millennials / and"
"177","classify","verb","classifier","The manager will classify the new products into categories.","Le responsable classera les nouveaux produits en catégories.","Please classify the documents before filing them.","Veuillez classifier les documents avant de les archiver.","We need to classify the risks associated with this project.","Nous devons classifier les risques associés à ce projet.","The team must classify the data accurately.","The / team / must / classify / the / data / accurately","Before the audit, the accountant will classify all expenses by department and cost center.","Before / the / audit / , / the / accountant / will / classify / all / expenses / by / department / and / cost / center","During the quarterly review, senior analysts must classify each transaction to ensure compliance with regulatory standards.","During / the / quarterly / review / , / senior / analysts / must / classify / each / transaction / to / ensure / compliance / with / regulatory / standards"
"179","cancel","verb","annuler","Please cancel the reservation for tomorrow.","Veuillez annuler la réservation pour demain.","The company decided to cancel the project due to budget constraints.","L'entreprise a décidé d'annuler le projet en raison des contraintes budgétaires.","She will cancel her subscription if she doesn't receive any updates.","Elle annulera son abonnement si elle ne reçoit aucune mise à jour.","Please cancel the meeting tomorrow.","meeting / Please / cancel / tomorrow. / the","The manager will cancel the conference call if no participants are available.","conference / The / no / cancel / manager / participants / call / are / if / available. / the / will","Due to unforeseen circumstances, we must cancel all scheduled flights for this weekend and notify passengers immediately.","must / Due / circumstances, / flights / all / passengers / for / scheduled / this / weekend / cancel / notify / we / immediately. / to / unforeseen / and"
"180","clerk","noun","commis","The clerk at the front desk greeted us warmly.","Le commis à la réception nous a accueilli chaleureusement.","She worked as a clerk in the accounting department for five years.","Elle travaillait comme commis dans le département comptable pendant cinq ans.","The clerk will process your application tomorrow morning.","Le commis traitera votre demande demain matin.","The clerk greeted us warmly.","The / clerk / greeted / us / warmly.","She worked as a clerk in the accounting department for five years.","She / worked / as / a / clerk / in / the / accounting / department / for / five / years.","The clerk will process your application tomorrow morning and notify you of the status.","The / clerk / will / process / your / application / tomorrow / morning / and / notify / you / of / the / status."
"182","cancellation","noun","annulation","The flight cancellation caused a delay for many passengers.","L'annulation du vol a causé un retard pour de nombreux passagers.","We received an email regarding the cancellation of our meeting.","Nous avons reçu un e‑mail concernant l'annulation de notre réunion.","The company announced the cancellation of its new product line.","La société a annoncé l'annulation de sa nouvelle ligne de produits.","The event cancellation was announced yesterday.","The / event / cancellation / was / announced / yesterday","Due to unforeseen circumstances, the conference cancellation will affect all attendees.","Due / to / unforeseen / circumstances, / the / conference / cancellation / will / affect / all / attendees.","The sudden cancellation of the project deadline has prompted the team to reassess their priorities and timelines.","The / sudden / cancellation / of / the / project / deadline / has / prompted / the / team / to / reassess / their / priorities / and / timelines."
"181","benefit","noun","avantage","Employees receive a health benefit from the new insurance plan.","Les employés reçoivent un avantage santé grâce au nouveau plan d'assurance.","The project will provide significant financial benefits to investors.","Le projet offrira des avantages financiers significatifs aux investisseurs.","Customers can enjoy additional benefits when they upgrade their subscription.","Les clients peuvent profiter d'avantages supplémentaires lorsqu'ils mettent à niveau leur abonnement.","Our team offers many benefits.","benefits. / Our / offers / many / team","The company announced new benefits that will increase employee satisfaction and productivity.","company / The / benefits / announced / new / that / will / increase / employee / satisfaction / and / productivity","Implementing a wellness program will provide measurable benefits that boost employee morale and lower turnover in the company.","program / Implementing / a / wellness / will / provide / measurable / benefits / that / boost / employee / morale / and / lower / turnover / in / the / company"
"183","client","noun","client","The client requested a detailed report by Friday.","Le client a demandé un rapport détaillé d'ici vendredi.","Our client is satisfied with the new marketing strategy.","Notre client est satisfait de la nouvelle stratégie marketing.","We need to schedule a meeting with the client next week.","Nous devons planifier une réunion avec le client la semaine prochaine.","Please confirm the client's appointment tomorrow.","Please / confirm / the / client's / appointment / tomorrow","The client will review the proposal and provide feedback during the conference call.","The / client / will / review / the / proposal / and / provide / feedback / during / the / conference / call","After receiving the client's initial requirements, our team developed a customized solution that meets all specified criteria.","After / receiving / the / client's / initial / requirements, / our / team / developed / a / customized / solution / that / meets / all / specified / criteria"
"184","beverage","noun","boisson","We served a variety of beverages at the conference.","Nous avons servi une variété de boissons lors de la conférence.","Please choose your beverage from the menu.","Veuillez choisir votre boisson dans le menu.","The hotel offers complimentary beverages in the lobby.","L'hôtel propose des boissons gratuites au hall.","I would like a coffee.","I / would / like / a / coffee","Customers can order their favorite beverage at any time during the event.","Customers / can / order / their / favorite / beverage / at / any / time / during / the / event","The catering team prepared a selection of hot and cold beverages to accommodate guests' diverse preferences.","The / catering / team / prepared / a / selection / of / hot / and / cold / beverages / to / accommodate / guests' / diverse / preferences"
"185","candidacy","noun","candidature","The company's board reviewed her candidacy for the CEO position.","Le conseil d'administration de l'entreprise a examiné sa candidature au poste de PDG.","His candidacy was rejected due to lack of experience.","Sa candidature a été rejetée faute d'expérience.","We will announce the final candidacy list tomorrow.","Nous annoncerons la liste finale des candidatures demain.","She applied for the candidacy role.","She / applied / for / the / candidacy / role","The committee will evaluate each candidate's candidacy before making a decision.","The / committee / will / evaluate / each / candidate's / candidacy / before / making / a / decision","Despite the challenges, the organization decided to support her candidacy as a strategic move for future growth.","Despite / the / challenges , / the / organization / decided / to / support / her / candidacy / as / a / strategic / move / for / future / growth"
"178","beneficial","adjective","bénéfique","The new training program is beneficial for employee development.","Le nouveau programme de formation est bénéfique pour le développement des employés.","Investing in renewable energy can be beneficial for the company's sustainability goals.","Investir dans les énergies renouvelables peut être bénéfique pour les objectifs de durabilité de l'entreprise.","A healthy diet is beneficial to overall workplace productivity.","Une alimentation saine est bénéfique pour la productivité globale au travail.","This policy will benefit employees.","This / policy / will / benefit / employees.","Implementing flexible work hours is beneficial for both staff morale and client satisfaction.","Implementing / flexible / work / hours / is / beneficial / for / both / staff / morale / and / client / satisfaction.","Adopting a comprehensive wellness program can be highly beneficial, reducing absenteeism rates while boosting overall employee engagement.","Adopting / a / comprehensive / wellness / program / can / be / highly / beneficial, / reducing / absenteeism / rates / while / boosting / overall / employee / engagement."
"186","climate","noun","climat","The company is committed to reducing its carbon footprint to protect the climate.","L'entreprise s'engage à réduire son empreinte carbone pour protéger le climat.","Climate change has led to more frequent extreme weather events worldwide.","Le changement climatique a entraîné des événements météorologiques extrêmes plus fréquents dans le monde entier.","Our travel plans must consider the local climate before booking accommodations.","Nos projets de voyage doivent prendre en compte le climat local avant de réserver les hébergements.","The report highlights the impact of climate on business.","The / report / highlights / the / impact / of / climate / on / business","Investors are increasingly demanding companies disclose how they adapt to climate risks.","Investors / are / increasingly / demanding / companies / disclose / how / they / adapt / to / climate / risks.","The annual sustainability report outlines strategies for mitigating climate-related disruptions across the supply chain and operational processes.","The / annual / sustainability / report / outlines / strategies / for / mitigating / climate-related / disruptions / across / the / supply / chain / and / operational / processes."
"189","closure","noun","clôture / fermeture","The closure of the conference room will be announced tomorrow.","La clôture de la salle de conférence sera annoncée demain.","We need to discuss the financial closure of the project before next week.","Nous devons discuter de la clôture financière du projet avant la semaine prochaine.","After the meeting, the office will undergo a temporary closure due to maintenance.","Après la réunion, le bureau sera temporairement fermé pour des travaux d'entretien.","The conference room will be closed soon.","The / conference / room / will / be / closed / soon.","All employees must report the closure of the main entrance by Friday.","All / employees / must / report / the / closure / of / the / main / entrance / by / Friday.","Due to unforeseen circumstances, the company announced a sudden closure of all international operations effective immediately.","Due / to / unforeseen / circumstances,/ the / company / announced / a / sudden / closure / of / all / international / operations / effective / immediately."
"188","candidate","noun","candidat","The company is looking for a qualified candidate to fill the marketing position.","L'entreprise recherche un candidat qualifié pour occuper le poste de marketing.","We received several candidates for the internship program.","Nous avons reçu plusieurs candidats pour le programme de stage.","He was selected as the top candidate in the interview process.","Il a été sélectionné comme le meilleur candidat lors du processus d'entretien.","Please review the candidate's application.","application / Please / candidate's / review / the","The hiring manager will evaluate each candidate before making a final decision.","decision / hiring / manager / each / The / evaluating / before / making / final / will / candidate","After reviewing the resumes, the committee decided to shortlist five candidates for the next round of interviews.","interviews. / After / committee / resumes, / deciding / the / to / shortlist / five / next / round / for / the / candidates / of / reviewing"
"190","bill","noun","facture","The company sent a bill for the services rendered last month.","La société a envoyé une facture pour les services rendus le mois dernier.","Please review the bill before making payment.","Veuillez examiner la facture avant de procéder au paiement.","Our accountant will reconcile all outstanding bills by Friday.","Notre comptable réconciliera toutes les factures impayées d'ici vendredi.","Please send the bill.","Please / send / the / bill","The customer received a detailed bill for their recent purchase today.","The / customer / received / a / detailed / bill / for / their / recent / purchase / today","After reviewing the invoice, the manager approved the bill and instructed the finance team to process it immediately.","After / reviewing / the / invoice, / the / manager / approved / the / bill / and / instructed / the / finance / team / to / process / it / immediately"
"191","capacity","noun","capacité","The conference room has a maximum capacity of 200 attendees.","La salle de conférence a une capacité maximale de 200 participants.","Our new office can accommodate up to 150 employees, which is its capacity.","Notre nouveau bureau peut accueillir jusqu'à 150 employés, ce qui est sa capacité.","The airline's seat capacity for the flight is limited to 180 passengers.","La capacité de sièges de la compagnie aérienne pour le vol est limitée à 180 passagers.","The hotel can hold 300 guests.","The / hotel / can / hold / 300 / guests.","Our project team has a capacity of 25 developers working simultaneously.","Our / project / team / has / a / capacity / of / 25 / developers / working / simultaneously.","Due to the new safety regulations, the factory's production capacity must be reduced by 10% before the end of the quarter.","Due / to / the / new / safety / regulations, / the / factory's / production / capacity / must / be / reduced / by / 10% / before / the / end / of / the / quarter."
"192","coach","noun","entraîneur","The coach praised the team's effort during the match.","L'entraîneur a félicité l'effort de l'équipe pendant le match.","After the training session, the coach provided feedback to each player.","Après la séance d'entraînement, l'entraîneur a donné des retours à chaque joueur.","The company hired a new coach to improve employee performance.","L'entreprise a embauché un nouvel entraîneur pour améliorer les performances des employés.","The coach praised the team's effort.","coach / The / team’s / praised / effort / the","During the meeting, the coach suggested new strategies to improve performance.","meeting, / During / coach / suggested / new / strategies / to / improve / performance / the / the","After reviewing the quarterly results, the coach emphasized that consistent training and teamwork are essential for success.","results, / After / quarterly / coaching? / review? / The / coach / emphasized / that / consistent / training / and / teamwork / are / essential / for / success"
"187","bid","noun","offre","The company submitted a bid for the new project.","La société a soumis une offre pour le nouveau projet.","She placed a high bid during the auction.","Elle a placé une offre élevée lors de l'enchère.","We received several bids from suppliers.","Nous avons reçu plusieurs offres des fournisseurs.","The contractor will submit his bid tomorrow.","his / contractor / submit / The / bid / will / tomorrow","Our team reviewed all bids before selecting the most competitive offer.","bids / Our / competitive / before / team / reviewed / selecting / the / most / all / offer","Despite the initial high bid, the client negotiated a lower price to stay within budget constraints.","client / initial / bid, / constraints / the / lower / price / to / stay / within / budget / despite / a / high / negotiated"
"193","binder","noun","carnet","Please bring the binder with all the reports.","Veuillez apporter le carnet contenant tous les rapports.","The binder is organized by department for easy reference.","Le carnet est organisé par département pour une référence facile.","She kept the binder in a safe place to protect confidential documents.","Elle a gardé le carnet dans un endroit sûr pour protéger les documents confidentiels.","The binder contains all necessary files.","The / binder / contains / all / necessary / files","Employees should keep the binder in the office drawer for quick access.","Employees / should / keep / the / binder / in / the / office / drawer / for / quick / access","During the audit, the manager requested that each team member review the binder and submit any missing documents by Friday.","During / the / audit,/ the / manager / requested / that / each / team / member / review / the / binder / and / submit / any / missing / documents / by / Friday"
"195","code","noun","code","Please enter the access code to unlock the conference room.","Veuillez entrer le code d'accès pour déverrouiller la salle de conférence.","The software developer wrote a new encryption code for secure data transmission.","Le développeur logiciel a écrit un nouveau code d'encryptage pour une transmission sécurisée des données.","Customers can retrieve their loyalty program code from the mobile app.","Les clients peuvent récupérer leur code de programme de fidélité depuis l'application mobile.","Enter the access code now","Enter / the / access / code / now","Please submit your employee ID and security code to the reception desk","Please / submit / your / employee / ID / and / security / code / to / the / reception / desk","The IT department will audit all user accounts and verify each password and encryption code for compliance with corporate policies","The / IT / department / will / audit / all / user / accounts / and / verify / each / password / and / encryption / code / for / compliance / with / corporate / policies"
"194","capital","noun","capital","The company's capital is $5 million.","Le capital de l'entreprise est de 5 millions de dollars.","Investors are concerned about the national capital's growth.","Les investisseurs s'inquiètent de la croissance du capital national.","We need to allocate sufficient capital for the new project.","Nous devons allouer un capital suffisant pour le nouveau projet.","The capital of France is Paris.","The / capital / of / France / is / Paris","Our company will use its capital to expand into Asian markets next year.","Our / company / will / use / its / capital / to / expand / into / Asian / markets / next / year","Despite the economic downturn, the government decided to increase the national capital budget by 15% to support small businesses.","Despite / the / economic / downturn, / the / government / decided / to / increase / the / national / capital / budget / by / 15% / to / support / small / businesses"
"198","collect","verb","collecter","We need to collect the feedback from all participants.","Nous devons collecter les commentaires de tous les participants.","Please collect your luggage before boarding.","Veuillez récupérer votre bagage avant l'embarquement.","The company will collect payments via online portal.","L'entreprise collectera les paiements via le portail en ligne.","Collect the documents at the office.","office / Collect / documents / at / the","Employees should collect their monthly reports and submit them to HR by Friday.","HR / Employees / should / collect / their / monthly / reports / and / submit / them / to / by / Friday","The auditor will collect evidence from all departments, ensuring compliance with the new regulatory standards by end of month.","by / The / auditor / collect / evidence / from / all / departments, / ensuring / compliance / with / the / new / regulatory / standards / end / of / month"
"197","career","noun","carrière","She is pursuing a successful career in marketing.","Elle poursuit une carrière réussie dans le marketing.","The company offers opportunities for career advancement.","L'entreprise offre des possibilités d'avancement de carrière.","He decided to change his career path after ten years.","Il a décidé de changer son parcours professionnel après dix ans.","I plan my future career next year.","career / next / I / year / plan / future / my","The HR department will discuss potential career development programs during the meeting.","programs / during / HR / the / development / will / career / The / department / discuss / potential / meeting","After reviewing the performance metrics, the manager suggested a new career trajectory for the junior analyst.","After / manager / metrics, / reviewing / the / suggested / performance / junior / the / trajectory / career / a / new / for / analyst"
"199","commence","verb","commencer","The meeting will commence at nine o'clock.","La réunion commencera à neuf heures.","Please commence the presentation after the coffee break.","Veuillez commencer la présentation après la pause café.","We should commence the project as soon as funding is approved.","Nous devrions commencer le projet dès que le financement est approuvé.","The conference will commence tomorrow morning.","conference / will / The / tomorrow / morning / commence","All employees must commence their shift by 8 a.m. to ensure smooth operations.","employees / All / shift / to / must / commence / smooth / 8a.m. / their / by / operations / ensure","The new software rollout will commence next week, and all departments are required to complete training before the launch.","week, / The / software / new / rollout / will / commence / next / and / all / departments / required / to / complete / training / before / the / launch"
"200","conduct","noun","conduite","The company's conduct during the audit was exemplary.","La conduite de l'entreprise lors de l'audit était exemplaire.","Employees must maintain professional conduct at all times.","Les employés doivent maintenir une conduite professionnelle en tout temps.","Poor conduct can lead to disciplinary action.","Une mauvaise conduite peut entraîner des mesures disciplinaires.","The staff should always exhibit proper conduct.","The / staff / should / always / exhibit / proper / conduct","During the meeting, the manager emphasized that employees' conduct reflects the company's values.","During / the / meeting , / the / manager / emphasized / that / employees' / conduct / reflects / the / company 's / values","The audit report highlighted several instances where staff conduct violated company policy and resulted in customer complaints.","The / audit / report / highlighted / several / instances / where / staff / conduct / violated / company / policy / and / resulted / in / customer / complaints"
"196","blanket","noun","couverture","The hotel provided a warm blanket for guests during the night.","L'hôtel a fourni une couverture chaude aux clients pendant la nuit.","Please bring your own blanket if you plan to stay in the dormitory.","Veuillez apporter votre propre couverture si vous prévoyez de rester dans le dortoir.","The company offered a blanket policy for all employees' health benefits.","L'entreprise a proposé une politique générale pour les avantages santé de tous les employés.","I need a blanket for the meeting.","I / need / a / blanket / for / the / meeting","The conference room has a large blanket to keep guests warm during talks.","The / conference / room / has / a / large / blanket / to / keep / guests / warm / during / talks","After the storm, employees were supplied with blankets and emergency kits for safety and a portable heater.","After / the / storm, / employees / were / supplied / with / blankets / and / emergency / kits / for / safety / and / a / portable / heater"
"202","commission","noun","commission","The company will pay a commission on each sale.","La société versera une commission sur chaque vente.","She received a commission for her artwork.","Elle a reçu une commission pour son œuvre d'art.","The commission meeting is scheduled for next week.","La réunion de la commission est prévue pour la semaine prochaine.","The commission will be paid.","The / commission / will / be / paid","Each employee must submit the commission report for the department by Friday.","Each / employee / must / submit / the / commission / report / for / the / department / by / Friday","The commission's approval is required before finalizing the international trade agreement and ensuring compliance with local regulations.","The / commission's / approval / is / required / before / finalizing / the / international / trade / agreement / and / ensuring / compliance / with / local / regulations."
"204","counter","noun","compteur","The counter at the store was busy with customers.","Le comptoir du magasin était occupé par les clients.","Please wait for your turn at the ticket counter.","Veuillez attendre votre tour au guichet de billets.","The counter displayed the total amount of sales for the day.","Le compteur affichait le montant total des ventes pour la journée.","Customers line up at the store counter.","Customers / line / up / at / the / store / counter.","The customer service counter handles inquiries and complaints efficiently.","The / customer / service / counter / handles / inquiries / and / complaints / efficiently.","During peak hours, the front desk counter processes a high volume of check-in requests swiftly.","During / peak / hours, / the / front / desk / counter / processes / a / high / volume / of / check-in / requests / swiftly."
"201","cost","noun","coût","The cost of the project exceeded our budget.","Le coût du projet a dépassé notre budget.","We need to reduce the cost of shipping by negotiating rates.","Nous devons réduire le coût de l'expédition en négociant les tarifs.","The cost will be reflected in the final invoice.","Le coût sera reflété dans la facture finale.","The cost of this item is very high.","The / cost / of / this / item / is / very / high.","Our company aims to keep the cost per unit below the industry average.","Our / company / aims / to / keep / the / cost / per / unit / below / the / industry / average.","Despite the initial high cost, the long-term savings from energy-efficient equipment will offset the investment.","Despite / the / initial / high / cost, / the / long-term / savings / from / energy-efficient / equipment / will / offset / the / investment."
"206","confirmation","noun","confirmation","Please send us a confirmation of your reservation.","Veuillez nous envoyer une confirmation de votre réservation.","The confirmation email was sent yesterday.","L'e-mail de confirmation a été envoyé hier.","We need a written confirmation before proceeding.","Nous avons besoin d'une confirmation écrite avant de procéder.","I will confirm the appointment tomorrow.","I / will / confirm / the / appointment / tomorrow.","Please provide the confirmation number for the order placed last week.","Please / provide / the / confirmation / number / for / the / order / placed / last / week.","After reviewing the documents, we will issue a formal confirmation to all stakeholders by Friday today.","After / reviewing / the / documents, / we / will / issue / a / formal / confirmation / to / all / stakeholders / by / Friday / today."
"205","commit","verb","commettre","We will commit to meeting the deadline.","Nous nous engageons à respecter la date limite.","The company committed to reducing carbon emissions.","L'entreprise s'est engagée à réduire les émissions de carbone.","He committed his time to volunteer work.","Il a consacré son temps au bénévolat.","She will commit the project soon.","commit / She / soon / project / will / the","The board decided to commit additional resources for the new initiative.","commit / board / resources / to / the / initiative / The / additional / new / decided / for","Despite challenges, the team committed to delivering high-quality results within the stipulated timeframe and ensuring customer satisfaction throughout the process.","ensuring / despite / team / challenges,/ the / commitment / to / delivering / high-quality / results / within / the / stipulated / timeframe / and / customer / satisfaction / throughout / the / process"
"203","confirm","verb","confirmer","Please confirm your reservation by email.","Veuillez confirmer votre réservation par e‑mail.","The manager will confirm the budget approval next week.","Le responsable confirmera l’approbation du budget la semaine prochaine.","Can you confirm that the shipment has arrived?","Pouvez-vous confirmer que le colis est arrivé?","I need to confirm the meeting time.","I / need / to / confirm / the / meeting / time","Please confirm that all documents have been submitted before the deadline.","Please / confirm / that / all / documents / have / been / submitted / before / the / deadline","The auditor will confirm whether the financial statements comply with the new regulations during the upcoming audit.","The / auditor / will / confirm / whether / the / financial / statements / comply / with / the / new / regulations / during / the / upcoming / audit"
"209","confusion","noun","confusion","The sudden change in schedule caused confusion among the staff.","Le changement soudain du planning a créé de la confusion parmi le personnel.","Customers reported confusion when trying to locate the new product line on the website.","Les clients ont signalé une confusion lorsqu'ils tentaient de localiser la nouvelle gamme de produits sur le site web.","The lack of clear instructions led to confusion during the training session.","Le manque d'instructions claires a entraîné de la confusion pendant la séance de formation.","Confusion arose after the meeting ended.","Confusion / arose / after / the / meeting / ended","The new policy caused confusion among employees who were not informed beforehand.","The / new / policy / caused / confusion / among / employees / who / were / not / informed / beforehand","Despite the detailed briefing, confusion persisted as participants struggled to interpret the complex data presented during the workshop.","Despite / the / detailed / briefing,/ confusion / persisted / as / participants / struggled / to / interpret / the / complex / data / presented / during / the / workshop"
"208","committee","noun","comité","The committee will review the proposal next week.","Le comité examinera la proposition la semaine prochaine.","Our committee has approved the new budget.","Notre comité a approuvé le nouveau budget.","She was elected chair of the committee.","Elle a été élue présidente du comité.","The committee meets on Tuesday morning.","committee / The / morning / meets / Tuesday / on","During the annual meeting, the committee discussed potential changes to company policies.","annual / committee / During / potential / the / changes / meeting, / to / company / discussed / the / policies.","After reviewing all submissions, the committee decided to postpone the project launch until further market analysis is completed.","reviewing / After / all / submissions, / the / committee / postponed / project / launch / decision / until / further / market / analysis / is / completed."
"210","cover letter","noun","lettre de motivation","I submitted my cover letter to the HR department before the deadline.","J'ai soumis ma lettre de motivation au département RH avant la date limite.","The cover letter should highlight your relevant experience and skills.","La lettre de motivation doit mettre en évidence votre expérience et vos compétences pertinentes.","She revised her cover letter after receiving feedback from a mentor.","Elle a révisé sa lettre de motivation après avoir reçu des commentaires d'un mentor.","Please send your cover letter by Friday.","Please / send / your / cover / letter / by / Friday.","The company requires applicants to submit a cover letter and resume together.","The / company / requires / applicants / to / submit / a / cover / letter / and / resume / together.","After reviewing the job posting, I tailored my cover letter to emphasize the specific qualifications requested by the employer.","After / reviewing / the / job / posting, / I / tailored / my / cover / letter / to / emphasize / the / specific / qualifications / requested / by / the / employer."
"211","common","adjective","commun","The common practice in this industry is to use standardized forms.","La pratique courante dans cette industrie consiste à utiliser des formulaires standardisés.","We found the common issue was a lack of communication between departments.","Nous avons constaté que le problème commun était un manque de communication entre les départements.","Please note that the common deadline for submissions is next Friday.","Veuillez noter que la date limite commune pour les soumissions est vendredi prochain.","Common issues arise during meetings.","Common / issues / arise / during / meetings","The common approach to solving problems involves collaboration across teams.","The / common / approach / to / solving / problems / involves / collaboration / across / teams","In many organizations, the common misconception is that technology alone can solve all operational challenges.","In / many / organizations, / the / common / misconception / is / that / technology / alone / can / solve / all / operational / challenges"
"212","connect","verb","connecter","Please connect the printer to the network.","Veuillez connecter l'imprimante au réseau.","We need to connect with our suppliers before the meeting.","Nous devons nous connecter avec nos fournisseurs avant la réunion.","The new software will help us connect data from multiple sources.","Le nouveau logiciel nous aidera à connecter les données provenant de plusieurs sources.","Connect the phone to Wi-Fi.","Connect / the / phone / to / Wi-Fi","Please connect your laptop to the office network before starting the presentation.","Please / connect / your / laptop / to / the / office / network / before / starting / the / presentation","To ensure seamless communication, we must connect all devices to the central server during the system upgrade.","To / ensure / seamless / communication, / we / must / connect / all / devices / to / the / central / server / during / the / system / upgrade"
"207","courier","noun","messager","The courier delivered the package to the office on time.","Le messager a livré le colis au bureau à temps.","We hired a courier service for international shipments.","Nous avons engagé un service de messagerie pour les expéditions internationales.","The courier was unable to reach the address due to traffic.","Le messager n'a pas pu atteindre l'adresse en raison du trafic.","Courier delivered documents promptly today.","promptly / documents / Courier / delivered / today","The courier arrived at the conference hall before the keynote speaker began.","arrived / the / conference / hall / before / speaker / The / keynote / courier / at / began / the","Despite heavy rain, the courier managed to deliver all urgent invoices to clients across multiple cities.","rain, / heavy / Despite / clients / to / delivered / urgent / all / across / multiple / cities / courier / managed / the / to / invoice"
"213","coverage","noun","couverture","The insurance coverage is sufficient.","La couverture d'assurance est suffisante.","Our travel coverage includes medical assistance and lost luggage.","Notre couverture de voyage comprend une assistance médicale et la perte de bagages.","The company’s comprehensive coverage policy requires employees to submit claims within thirty days and promptly notify management.","La politique de couverture complète de l'entreprise exige que les employés soumettent des réclamations dans les trente jours et notifient rapidement la direction.","The insurance coverage is sufficient.","sufficient / The / coverage / is / insurance","Our travel coverage includes medical assistance and lost luggage.","luggage / includes / medical / assistance / our / lost / travel / coverage / and","The company’s comprehensive coverage policy requires employees to submit claims within thirty days and promptly notify management.","management / submits / coverage / prompt / the / employees / thirty / policy / requires / to / within / days / company’s / and / notify / comprehensive"
"214","commonly","adverb","souvent","The meeting will commonly take place in the conference room.","La réunion aura souvent lieu dans la salle de conférence.","Employees are commonly required to submit reports by Friday.","Les employés sont couramment tenus de soumettre des rapports avant vendredi.","Customers commonly ask for a refund after receiving damaged goods.","Les clients demandent fréquemment un remboursement après avoir reçu des marchandises endommagées.","We commonly use this software daily.","daily / We / commonly / software / use / this","The new policy will commonly affect all employees across the entire organization.","policy / The / affect / employees / across / will / commonly / new / organization / the / all / entire","During the annual audit, auditors commonly review financial statements to ensure compliance with regulatory standards and internal controls.","audit,, During / auditors / compliance / controls. / annually / financial / ensure / commonly / regulations / standards / to / review / the / with / internal / statements / audit, / during"
